book_id,title,author,category_id
1866,Story books : 365 Bedtime Stories (Illustrated stories for Children) (365 Series),Om Books Editorial Team,4
1867,Unusual Tales from Indian Mythology : Sudha Murty’s bestselling series of Unusual Tales from Indian Mythology| 5 books in 1 boxset,Sudha Murty,4
1868,Story Books for Kids - World Classic (Abridged) (Set of 10 Books),Maple Press,4
1869,"Story book: 365 Stories from the Vedas, the Upanishads and the Puranas for Children (with colourful illustrations) (365 series)",Dipavali Sen,4
1870,101 Aesop's Fables For Children - 5 Minutes Read Aloud Illustrated Tales With Morals,Wonder House Books,4
1871,The Illustrated Stories of Tenali Raman: Classic Tales From India,Wonder House Books,4
1872,"Set of 10 Classics Tales Story Books for Kids|English Short Stories for 3+ | Aladdin, Alibaba, Jungle Book & Others",Team Pegasus,4
1873,Girl Who Drank The Moon,Kelly Barnhill,4
1874,Story Book- 101 Panchatantra Stories ( Ilustrated stories for children from Ancient India),Om Books Editorial Team,4
1875,"108 Moral Stories (Illustrated) - Story Book for Kids - English Short Stories with Colourful Pictures - Bedtime Children Story Book - 4 Years to 10 Years Old Children - Read Aloud to Infants, Toddlers",Maple Press,4
1876,The Illustrated Stories of Akbar and Birbal: Classic Tales From India,Wonder House Books,4
1877,101 Panchtantra Stories,Dreamland Publications,4
1878,Illustrated Ramayana For Children : Immortal Epic of India (Deluxe Edition),Shubha Vilas,4
1879,Greatest Short Stories For Children,Various,4
1880,"Blossom Moral Story Book for Kids 3 Years to 6 Years Old in English | 31 Fairy Tale Stories with Colourful Pictures | Best Bedtime Children Story Book | Short Stories for Infants, Toddlers | Book A",TARGET PUBLICATIONS,4
1881,Shlokas and Mantras and Hanuman Chalisa for Kids Age 2+ (Illustrated) (Set of 2 Books) - English/Sanskrit/Hindi with meaning explained,Maple Press,4
1882,101 Witty Stories of Akbar and Birbal - Collection of Humorous Stories For Kids,Wonder House Books,4
1883,"Mythology Tales - Mahabharata, Krishna, Hanuman, Ganesha, Ramayana, Brahma, Shiva, Bhakta Prahlad, Luv-Kush, Durga - for Children (Illustrated) (Set of 10 Books) [Paperback] Maple Press",Maple Press,4
1884,"Story Book for Kids (Set of 10 Books) - Aesop's Fables - Moral Stories - Bedtime Stories - 3 Years to 10 Years old - English Short Stories for Kids - Read Aloud to Infants, Toddlers",Maple Press,4
1885,How the Sea Became Salty (HB),Sudha Murty,4
1886,"108 Bedtime Stories (Illustrated) - Story Book for Kids - Fairytales - 4 Years to 10 Years Old - English Short Stories for Children - Read Aloud to Infants, Toddlers",Maple Press,4
1887,Grandparents' Bag of Stories [Paperback] Sudha Murty,Sudha Murty,4
1888,Ruskin Bond Short Stories - Set of 4 Bestselling Children Story Books,Ruskin Bond,4
1889,Why Pursue A Dream? - A Beautifully Illustrated and Engaging Story Book For Children,Annie Sheoran,4
1890,"Story Books for Little Kids - Fairy Tales (Illustrated) (Set of 12 Books) - Rapunzel, Puss in Boots, Little Red Cap, Blacky and Goldy… Beauty and the Beast [Paperback] Maple Press",Maple Press,4
1891,"The Upside-Down King: Unusual Tales about Rama and Krishna [Paperback] Murty, Sudha",Sudha Murty,4
1892,"Story Book for Kids (Set of 10 Books) (Illustrated) (Hindi) - Moral Stories - Bedtime Stories - 3 Years to 10 Years old - Hindi Short Stories for Kids - Read Aloud to Infants, Toddlers",Maple Press,4
1893,"My First Mythology Tale (Illustrated) (Set of 5 Books) (Hindi) - Mahabharata, Krishna, Hanuman, Ganesha, Ramayana - Story Book for Kids [Paperback] Maple Press",Maple Press,4
1894,"108 Krishna Stories for Children (Illustrated) - Story Book for Kids - Hindu Mythology - Indian Gods and Goddesses - Bedtime Stories - 3 Years to 10 Years Old - English Short Stories for Children - Read Aloud to Infants, Toddlers",Maple Press,4
1895,"My Little Book of Gods and Goddesses Board Book Set of 6 (Illustrated board books on Hindu mythology: Krishna, Lakshmi, Ganesha, Shiva, Durga, Hanuman; for ages 3+)",Ashwitha Jayakumar,4
1896,Short Stories From Panchatantra - Volume 1: Abridged Illustrated Stories For Children (With Morals),Wonder House Books,4
1897,"Story Books for Kids - Classic Stories (Illustrated) (Set of 10 Books) - Moral Stories - English Short Stories with Colourful Pictures - Bedtime Children Story Book - 3 Years to 10 Years Old Children - Read Aloud to Infants, Toddlers",Maple Press,4
1898,The Jungle Book: Illustrated Abridged Children Classics English Novel With Review Questions (Hardback),Wonder House Books,4
1899,My First Pop-Up Fairy Tales - Three Little Pigs : Pop up Books for children,Wonder House Books,4
1900,"108 Festival Stories for Kids (Illustrated) - Story Book for Kids - Bedtime Stories - 3 Years to 10 Years Old - English Short Stories for Children - Read Aloud to Infants, Toddlers",Maple Press,4
1901,Tinkle Double Digest No 153,Multiple Writers,5
1902,Attack on Titan Vol. 1,Hajime Isayama,5
1903,Tinkle Double Digest No 155,Multiple Writers,5
1904,Krishna (Amar Chitra Katha),Anant Pai,5
1905,CHACHA CHAUDHARY AND TEMPLE THIEF: CHACHA CHAUDHARY COMICS,PRAN KUMAR SHARMA,5
1906,Valmiki's Ramayana,Multiple Writers,5
1907,Amazing Spider-Man: Worldwide Collection Vol. 1 (Amazing Spider-Man (2015-2018)),Dan Slott,5
1908,CHACHA CHAUDHARY DIGEST 1: CHACHA CHAUDHARY,PRAN KUMAR SHARMA,5
1909,Jujutsu kaisen volume -1,GEGE AKUTAMI,5
1910,One Piece Vol 1 Comic,Author Eiichiro Oda,5
1911,Set of 10 Champak Magazines,Champak,5
1912,Diary of a Wimpy Kid: The Box of Books (,Jeff Kinney,5
1913,Avengers: Disassembled (Avengers (1998-2004)),Brian Michael Bendis,5
1914,Chanakya,YAGYA SHARMA,5
1915,TINKLE 800,Multiple Writers,5
1916,Tinkle Double Double Digest No. 17,Multiple Writers,5
1917,Diary of a Wimpy Kid Box Set - Books 1 -,Jeff Kinney,5
1918,Mahabharata,B.R. BHAGWAT,5
1919,BUTTERFINGERS: TINKLE TALL TALES,Rajani Thindiath,5
1920,Tinkle Double Double Digest No. 18,Multiple Writers,5
1921,"Suppandi & Friends Vol 2: Mad, Madder, Maddest!",Multiple Writers,5
1922,(Hindi) Set of 10 Champak Magazines in Hindi,Champak,5
1923,Diary of a Wimpy Kid : Diper Ã–verlode,Jeff Kinney,5
1924,Tinkle 796,Multiple Writers,5
1925,Hanuman,Anant Pai,5
1926,Avengers vs. Thanos,Steve Englehart,5
1927,Archie (2015-) #1,Mark Waid,5
1928,Tinkle Double Digest No.188,Thindiath,5
1929,Kadambari,KAMALA CHANDRAKANT,5
1930,Tinkle Double Digest No.198,Multiple Writers,5
1931,TINKLE DIGEST 1,ANANT PAI,5
1932,Stories of Creation,SHALINI SRINIVASAN,5
1933,The Complete Peanuts Vol. 1: 1950-1952,Charles Schulz,5
1934,Tinkle Magazine 613,Rajani Thindiath,5
1935,Bahubali,SUBBA RAO,5
1936,Tinkle 778,Multiple writer,5
1937,The Elephant In The Womb,Kalki Koechlin,5
1938,TINKLE DOUBLE DIGEST 6,ANANT PAI,5
1939,Attack on Titan Vol. 3,Hajime Isayama,5
1940,Attack on Titan Vol. 2,Hajime Isayama,5
1941,Hanuman (Amar Chitra Katha) (1),Anant Pai,5
1942,Tinkle Digest No. 59,Multiple Authors,5
1943,Valmiki's Ramayana (10001),Subba Rao,5
1944,Tinkle 781,Multiple Authors,5
1945,Tinkle Double Digest No.192,Multiple Writers,5
1946,Ina Mina Mynah Mo: Tinkle Collection,Luis Fernandes,5
1947,Tinkle Magazine 614,Rajani Thindiath,5
1948,Tinkle 783,Multiple Authors,5
1949,Tinkle Double Digest No.189,Thindiath,5
1950,TANTRI THE MANTRI (VOL -4) : TINKLE COLLECTION (TANTRI THE MANTRI : TINKLE COLLECTION),Rajani Thindiath,5
1951,Tinkle Double Digest No 153,Multiple Writers,5
1952,Attack on Titan Vol. 1,Hajime Isayama,5
1953,Tinkle Double Digest No 155,Multiple Writers,5
1954,"Suppandi & Friends Vol 2: Mad, Madder, Maddest!",Multiple Writers,5
1955,Tinkle Double Digest No.198,Multiple Writers,5
1956,Attack on Titan Vol. 3,Hajime Isayama,5
1957,Attack on Titan Vol. 2,Hajime Isayama,5
1958,Tinkle 781,Multiple Authors,5
1959,Tinkle Double Digest No.192,Multiple Writers,5
1960,Suppandi & Friends Vol 1: Let the Madness Begin!,Multiple Writers,5
1961,Attack on Titan Vol. 5,Hajime Isayama,5
1962,Tinkle Double Digest No.196,Multiple Writers,5
1963,Tinkle 782,Multiple Authors,5
1964,Attack on Titan Vol. 4,Hajime Isayama,5
1965,Tinkle Double Digest No.200,Multiple Writers,5
1966,World of Archie Jumbo Comics Digest #133 (World of Archie Comics Double Digest),Archie Superstars,5
1967,CHAINSAW MAN VOL. 12,Tatsuki Fujimoto,5
1968,Attack on Titan Vol. 6,Hajime Isayama,5
1969,Suppandi - Mental Mayhem,Multiple Writers,5
1970,Devotees of Vishnu,Anant Pai,5
1971,"One-Punch Man, Vol. 1 (Volume 1) [Paperback] ONE and Murata, Yusuke",ONE,5
1972,Attack on Titan Vol. 7,Hajime Isayama,5
1973,Timeless Classic,Multiple Writers,5
1974,Attack on Titan Vol. 8,Hajime Isayama,5
1975,Tinkle 777,Multiple Writers,5
1976,World of Archie Jumbo Comics Digest #125 (World of Archie Comics Double Digest),Archie Superstars,5
1977,Tinkle Double Digest No.193,Multiple Writers,5
1978,"DRAGON BALL SUPER, VOL. 16",AKIRA TORIYAMA,5
1979,Tinkle 779,Multiple Writers,5
1980,"One Piece, Vol. 104 (Volume 104)",Eiichiro Oda,5
1981,Suppandi - India's Favourite Simpleton,Multiple Writers,5
1982,CHACHA CHAUDHARY AND SABU'S SHOES: CHACHA CHAUDHARY,PRAN KUMAR SHARMA,5
1983,Initial D Vol. 1,Shuichi Shigeno,5
1984,Initial D Vol. 2,Shuichi Shigeno,5
1985,Mahadeva: Stories from the Shiva Purana (Part IV),Malini Saigal,5
1986,Mahadeva: Stories from the Shiva Purana (Part III),Malini Saigal,5
1987,"Jujutsu Kaisen, Vol. 09: Volume 9",Gege Akutami,5
1988,Spy X Family: Vol.4,Tatsuya Endo,5
1989,A Silent Voice 1,Yoshitoki Oima,5
1990,Blue Lock 4,Muneyuki Kaneshiro,5
1991,SuperWeirdos 1: The World's Gone Weird!,Multiple Writers,5
1992,Archie Jumbo Comics Digest #342 (Archie Comics Double Digest),Archie Superstars,5
1993,Dental Diaries 1: The Ire of a Vampire,Multiple Writers,5
1994,Folktales Of Japan,Multiple Writers,5
1995,Tinkle Double Double Digest No. 13,Multiple Writers,5
1996,Archie Jumbo Comics Digest #343 (Archie Comics Double Digest),Archie Superstars,5
1997,Defective Detectives 4: Loonus Maximus,Multiple Writers,5
1998,All You Need Is Kill - Manga: 2-In-1 Edition: Volume 1,Ryosuke Takeuchi,5
1999,Tinkle Double Digest No.199,Multiple Writers,5
2000,World of Archie Jumbo Comics Digest #126 (World of Archie Comics Double Digest),Archie Superstars,5
2001,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,6
2002,Data Structures and Algorithms Made Easy in Java,Narasimha Karumanchi,6
2003,The Coming Wave,Mustafa Suleyman,6
2004,Life 3.0 : Being Human in the Age of Artificial Intelligence,Max Tegmark,6
2005,"The Artificial Intelligence and Generative AI Bible: [5 in 1] The Most Updated and Complete Guide: From Understanding the Basics to Delving into GANs, NLP, Prompts, Deep Learning, and Ethics of AI",Alger Fraley,6
2006,"SUPERINTELLIGENCE: Paths, Dangers, Strategies",Nick Bostrom,6
2007,The StatQuest Illustrated Guide to Machine Learning (Full Colour Print),PhD Josh Starmer,6
2008,Data Structure and Algorithmic Thinking with Python,Narasimha Karumanchi,6
2009,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems, Third Edition (Full Colour Print)",Aurélien Géron,6
2010,Introducing Artificial Intelligence: A Graphic Guide (Graphic Guides),Henry Brighton,6
2011,Computer,Rani Ahilya,6
2012,The MANIAC,Benjamin Labatut,6
2013,"Generative Deep Learning: Teaching Machines To Paint, Write, Compose, and Play, Second Edition (Grayscale Indian Edition)",David Foster,6
2014,System Design Interview – An Insider's Guide: Volume 2,Alex Xu,6
2015,"The Book of Why: The New Science of Cause and Effect [Paperback] Pearl, Judea and Mackenzie, Dana",Judea Pearl,6
2016,HBRs 10 Must Reads on Strategy,Harvard Business Review,6
2017,Artificial Intelligence: A Guide for Thinking Humans (Pelican Books),Melanie Mitchell,6
2018,"Generative AI for Beginners: The Ultimate Guide to Understand Generative Models, Craft Artificial Intelligence-Driven Art, and Elevate Your Tech Projects with Hands-On Tutorials",Ethan James Whitfield,6
2019,Puja Computer Hindi Typing (Mangal & Krutidev) Book,NAVJEEVAN,6
2020,"Computer Organization & Architecture, 11e",Stallings,6
2021,Machine Learning System Design Interview: An Insider's Guide (Grayscale Indian Edition),Ali Aminian,6
2022,Super Speed Computer Course,Shashank Johari,6
2023,"AI 2041 [Paperback] Qiufan, Chen and Lee, Kai-Fu",Chen Qiufan,6
2024,Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners Book Series 1),Oliver Theobald,6
2025,Machine Learning with PyTorch and Scikit-Learn,Sebastian Raschka,6
2026,AI 2041: Ten Visions for Our Future,Kai-Fu Lee,6
2027,A Brief History of Intelligence: Why The Evolution of The Brain Holds The Key To The Future of AI,Max Bennett,6
2028,Fusion Strategy: How Real-Time Data and AI Will Power the Industrial Future,Vijay Govindarajan,6
2029,Life 3.0,Rob Shapiro,6
2030,"Data Structures and Algorithms Made Easy: Data Structures and Algorithmic Puzzles, Fifth Edition",Narasimha Karumanchi,6
2031,"Python Crash Course, 3rd Edition: A Hands-On, Project-Based Introduction to Programming",Eric Matthes,6
2032,THE EMPEROR'S NEW MIND,Roger Penrose,6
2033,Rewired: The McKinsey Guide to Outcompeting in the Age of Digital and AI,Eric Lamarre,6
2034,Elements of Programming Interviews in Python: The Insiders' Guide,Adnan Aziz,6
2035,Solutions Architect's Handbook - Second Edition,Saurabh Shrivastava,6
2036,Hit Refresh: A Memoir by Microsoft’s CEO,Satya Nadella,6
2037,Cloud Career Journeys: Inspiring chronicles of individuals who have chosen the “Cloud Path”,Prasad Rao,6
2038,A Brief History of Intelligence: Why the Evolution of the Brain Holds the Key to the Future of AI,Max Bennett,6
2039,"Love in the Time of Cholera [Paperback] Marquez, Gabriel Garcia",Marquez Gabriel Garcia,6
2040,Release It! Design and Deploy Production–Ready Software,Michael T Nygard,6
2041,HBR's 10 Must Reads on Leading Digital T,Harvard Business Review,6
2042,Machine Learning Essentials: Unlocking the Power of Data,Swati Bhatnagar,6
2043,What Is ChatGPT Doing ... and Why Does It Work?,Stephen Wolfram,6
2044,Interpretable Machine Learning with Python - Second Edition,Serg Masís,6
2045,Handbook of Computer Science & IT,Arihant Experts,6
2046,The Book of Why: The New Science of Cause and Effect (Penguin Science),Judea Pearl,6
2047,"Compilers Principles, Techniques, and Tools, 2e",Aho,6
2048,Snow Crash,Neal Stephenson,6
2049,The Innovators,Walter Isaacson,6
2050,Quantum Supremacy: How Quantum Computers will Unlock the Mysteries of Science – and Address Humanity’s Biggest Challenges,Michio Kaku,6
2051,"The Lean Startup: How Constant Innovation Creates Radically Successful Businesses [Paperback] Ries, Eric",RIES ERIC,6
2052,How to Win an Indian Election: What Poli: What Political Parties Don't Want You to Know,Shivam Shankar Singh,6
2053,The Art of Explanation: How to Communicate with Clarity and Confidence,Ros Atkins,6
2054,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,6
2055,"SQL For Beginners: SQL Made Easy; A Step-By-Step Guide to SQL Programming for the Beginner, Intermediate and Advanced User (Including Projects and Exercises)",Berg Craig,6
2056,Computational Thinking,G Venkatesh,6
2057,Fusion Strategy: How Real-Time Data and AI Will Power the Industrial Future,Vijay Govindarajan,6
2058,The Elements of Statistical Learning (Springer Series in Statistics),Jerome Friedman,6
2059,Read Write Own: Building the Next Era of the Internet,Chris Dixon,6
2060,Read Write Own: Building the Next Era of the Internet,Chris Dixon,6
2061,Data Structures & Algorithms Interview Questions You'll Most Likely Be Asked (Job Interview Questions Series),Vibrant Publishers,6
2062,Deep Learning: Foundations and Concepts,Christopher M. Bishop,6
2063,UX Research: Practical Techniques for Designing Better Products,Brad Nunnally,6
2064,The Art of Explanation: How to Communicate with Clarity and Confidence,Ros Atkins,6
2065,Read Write Own: Building the Next Era of the Internet,Chris Dixon,6
2066,Coding Interview Questions,Narasimha Karumanchi,6
2067,"SQL INDEPTH PRACTICAL GUIDE FOR BEGINNERS & POWER USERS: The Concise SQL A-Z Mastery Guide for All Users for Data Management, Analysis, and Manipulation with Practice Exercises and Solutions",Tech Demystified,6
2068,Data Build Tool Demystified: Harnessing the Full Potential of Data Transformation,Faisal Ansari,6
2069,Oracle Expert,TANVEER A,6
2070,Database Design and Modeling with Google Cloud,Abirami Sukumaran,6
2071,SQL Server Simplified: Interview Questions and Answers,Vishal Garg,6
2072,DATA SCIENCE (The MIT Press Essential Knowledge series),John D. Kelleher,6
2073,Learn advanced SQL: Each page contains live coding examples,Md Pulok,6
2074,"SQL: All in One Course (SQL, SQL Course, SQL Development, SQL Books, SQL for Beginners, SQL Server, Structured Query Language)",One Course,6
2075,"200 + Interview Q & A in SQL , PL/SQL, Database Development & Administration-Updated in 2020 !!: 99% Frequently asked Interview Q & A (Interview Q & A Series Book 12)",Bandana Ojha,6
2076,Machine Learning with Python for Everyone (Addison-Wesley Data & Analytics Series),Mark Fenner,6
2077,Kafka: The Definitive Guide - Real-Time Data and Stream Processing at Scale,Gwen Shapira,6
2078,"SQL Made Easy: The Ultimate Guide to Mastering Data Querying, Manipulation and Analysis to Craft Your Portfolio Project",Alex Wade,6
2079,Principles of Data Science: Mathematical techniques and theory to succeed in data-driven industries,Sinan Ozdemir,6
2080,"SQL Data Analytics Made Easy: Your Step-by-Step Guide to Unlocking Data’s Hidden Secrets: Demystify complex concepts, and harness the power of data to drive intelligent decision-making effortlessly.",L.D. Knowings,6
2081,SQL Interview Questions - Volume 1: Master the Art of SQL,Mike Spencer,6
2082,Defining Enterprise Data and Analytics Strategy: Pragmatic Guidance on Defining Strategy Based on Successful Digital Transformation Experience of ... Companies (Management for Professionals),Prakash Sah,6
2083,How to Win an Indian Election: What Political Parties Don’t Want You to Know,Shivam Shankar Singh,6
2084,People Skills for Analytical Thinkers,Gilbert Eijkelenboom,6
2085,"SQL: Easy SQL Programming & Database Management For Beginners, Your Step-By-Step Guide To Learning The SQL Database (SQL Series Book 1)",Felix Alvaro,6
2086,"Learning Deep Learning: Theory and Practice of Neural Networks, Computer Vision, Natural Language Processing, and Transformers Using TensorFlow",Magnus Ekman,6
2087,SQL: Advanced Guide in SQL Programming,Paige Jacobs,6
2088,SQL for Data Analysts: A Concise Guide for Job Interview Preparation,GPT4` AI,6
2089,"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)",Ai Publishing,6
2090,Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems),Jiawei Han,6
2091,SQL: Build Complex SQL Queries,Andy Vickler,6
2092,Drawing Data with Kids: Cultivating Data-Literacy: A Screen-Free Journey through the Art of Visualization for Kids,Gulrez Khan,6
2093,Analytics Best Practices: A Business-driven Playbook for Creating Value through Data Analytics,Prashanth Southekal PhD  MBA,6
2094,"SQL Made Simple: A Beginner's Guide. ""Mastering SQL Queries with Microsoft SQL Server and T-SQL""",R.  Parvin ,6
2095,Master SQL: A Comprehensive Beginners and Interactive Guide to Learn SQL from Scratch (Computer Programming Book 1),Ryan Campbell,6
2096,Practical SQL: A Beginner's Guide to Storytelling with Data,Anthony Debarros,6
2097,Oracle Cheat Sheet,Cobin Rox,6
2098,AWS Certified Machine Learning Specialty MLS-C01 Certification Guide,Somanath Nanda,6
2099,Manning Publications Grokking Algorithms: An illustrated guide for programmers and other curious people,Aditya Bhargava,6
2100,Data Structures Through C In Depth | Second Revised & Update Edition,S.K. Srivastava Deepali Srivastava,6
2101,Make Epic Money,Ankur Warikoo,6
2102,"Let's Talk Mutual Funds : A Systematic, Smart Way to Make Them Work for You",Monika Halan,6
2103,Investonomy: The Stock Market Guide That: The Stock Market Guide That Makes You Rich,Pranjal Kamra,6
2104,"Let's Talk Mutual Funds: A Systematic, Smart Way to Make Them Work for You",Monika Halan,6
2105,"Let's Talk Mutual Funds: A Systematic, Smart Way to Make Them Work for You",Monika Halan,6
2106,"The Mental Game of Trading: A System for Solving Problems with Greed, Fear, Anger, Confidence, and Discipline",Jared Tendler,6
2107,The Most Important Thing: Uncommon Sense for The Thoughtful Investor,Howard Marks,6
2108,Supply and Demand Trading: How To Master The Trading Zones,Frank Miller,6
2109,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution SHORTLISTED FOR THE FT & MCKINSEY BUSINESS BOOK OF THE YEAR AWARD 2019,Gregory Zuckerman,6
2110,Diamonds In The Dust: Consistent Compoun,Saurabh Mukherjea,6
2111,Secrets on Fibonacci Trading: Mastering Fibonacci Techniques In Less Than 3 Days,Frank Miller,6
2112,The Lean Startup: The Million Copy Bestseller Driving Entrepreneurs to Success,Eric Ries,6
2113,YouTube Secrets: The Ultimate Guide to Growing Your Following and Making Money as a Video Influencer,Sean Connell,6
2114,Read Write Own: Building the Next Era of the Internet,Chris Dixon,6
2115,How to Win Friends and Influence People (Premium Paperback),Dale Carnegie,6
2116,THE FUTURE OF THE PROFESSIONS P,Richard Susskind,6
2117,The Personal Shopper: A laugh-out-loud romantic comedy from bestseller Carmen Reid (The Annie Valentine Series Book 1),Carmen Reid,6
2118,Booming Digital Stars: 11 Inspiring Journeys from India’s Creator Economy,Harsh Pamnani,6
2119,Read Write Own: Building the Next Era of the Internet,Chris Dixon,6
2120,Elliott Wave - Fibonacci High Probability Trading: Master The Wave Principle and Market Timing With Proven Strategies,Jarrod Sanders,6
2121,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution SHORTLISTED FOR THE FT & MCKINSEY BUSINESS BOOK OF THE YEAR AWARD 2019,Gregory Zuckerman,6
2122,WordPress for Beginners 2024: A Visual Step-by-Step Guide to Mastering WordPress (Webmaster Series),Dr. Andy Williams,6
2123,OPTION TRADING: How to Make Profit for a Living and Generate a Passive Income Working from Home,Robert Eaton,6
2124,THE DESIGN OF EVERYDAY THINGS,Don Norman,6
2125,System Design Interview – An insider's guide,Alex Xu,6
2126,Ten Arguments For Deleting Your Social M,Jaron Lanier,6
2127,"Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability (Voices That Matter)",Steve Krug,6
2128,Building Microservices: Designing Fine-Grained Systems,Sam Newman,6
2129,Pegasus: The Story of the World's Most Dangerous Spyware,Laurent Richard,6
2130,Elliott Waves Made Simple: Master Elliott Waves Techniques In Less Than 48 Hours,Steve Sinclair,6
2131,"CCSP Certified Cloud Security Professional All-in-One Exam Guide, Third Edition",Daniel Carter,6
2132,"Permanent Record [Paperback] Snowden, Edward",Edward Snowden,6
2133,UX Research: Practical Techniques for Designing Better Products,Brad Nunnally,6
2134,Alibaba: The House That Jack Ma Built,Duncan Clark,6
2135,The Man Who Solved the Market,Gregory Zuckerman,6
2136,The YouTube Shortcut: The Exact Formula to Start Your YouTube Channel and Market Your Business in 30 Minutes or Less.,Collin Michael,6
2137,Eloquent Javascript 3E: A Modern Introduction to Programming,Marijn Haverbeke,6
2138,"AWS for Solutions Architects - Second Edition: The definitive guide to AWS Solutions Architecture for migrating to, building, scaling, and succeeding in the cloud",Saurabh Shrivastava,6
2139,Voice over Internet Protocol (VoIP) Security,James F. Ransome  PhD  CISM  CISSP,6
2140,Read Write Own: Building the Next Era of the Internet,Chris Dixon,6
2141,Scam Me If You Can: Simple Strategies to Outsmart Today's Rip-off Artists,Frank W.  Abagnale,6
2142,Blog Writing: The Content Creation Blueprint (How to Master Content Creation to Propel Your Blog On to the Next Level and Make Even More Serious Money Online),Anthony James,6
2143,The Lean Startup: How Constant Innovation Creates Radically Successful Businesses,Eric Ries,6
2144,The New Fashion Rules: Inthefrow,Victoria Magrath,6
2145,MY BRAIN HAS TOO MANY TABS OPEN,Tanya Goodin,6
2146,Distributed Computing and Artificial Intelligence: 9th International Conference: 151 (Advances in Intelligent and Soft Computing),Sigeru Omatu,6
2147,INTERNET & WORLD WIDE WEB HOW TO PROGRAM,Deitel,6
2148,"Microservices Security in Action: Design secure network and API endpoint security for Microservices applications, with examples using Java, Kubernetes, and Istio",Prabath Siriwardena,6
2149,HTML: Basic Fundamental Guide for Beginners,MG Martin,6
2150,HATCHING TWITTER,Nick Bilton,6
2151,"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,6
2152,"Decode and Conquer: Answers to Product Management Interviews [paperback] Lin, Lewis C [Nov 28, 2013]…",Lewis C Lin,6
2153,The Cold Start Problem: How to Start and Scale Network Effects,Andrew Chen,6
2154,The Cold Start Problem: Using Network Effects to Scale Your Product,Andrew Chen,6
2155,(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,Mike Chapple,6
2156,Release It! Design and Deploy Production–Ready Software,Michael T Nygard,6
2157,Computer Networks: A Top-Down Approach,Behrouz A. Forouzan,6
2158,Mastering Kubernetes - Fourth Edition,Gigi Sayfan,6
2159,"Kubernetes and Docker - An Enterprise Guide: Effectively containerize applications, integrate enterprise systems, and scale applications in your enterprise",Scott Surovich,6
2160,"DevOps For Beginners: A Complete Guide To DevOps Best Practices (Including How You Can Create World-Class Agility, Reliability, And Security In Technology ... With DevOps) (Code tutorials Book 2)",Craig Berg,6
2161,"AWS for Solutions Architects - Second Edition: The definitive guide to AWS Solutions Architecture for migrating to, building, scaling, and succeeding in the cloud",Saurabh Shrivastava,6
2162,Competing in the Age of AI: Strategy and Leadership When Algorithms and Networks Run the World,Marco Iansiti,6
2163,Voice over Internet Protocol (VoIP) Security,James F. Ransome  PhD  CISM  CISSP,6
2164,"Affiliate Marketing: The Beginner's Step By Step Guide To Making Money Online With Affiliate Marketing (Brief Guides on Passive Income, Affiliate Marketing, ... Business Ideas, Financial Freedom Book 2)",Kevin Ulaner,6
2165,"Multi-Cloud Automation with Ansible: Automate, orchestrate, and scale in a multi-cloud world",Pankaj Sabharwal,6
2166,Patterns of Distributed Systems (Addison-Wesley Signature Series (Fowler)),Unmesh Joshi,6
2167,"Microservices Security in Action: Design secure network and API endpoint security for Microservices applications, with examples using Java, Kubernetes, and Istio",Prabath Siriwardena,6
2168,"Embedded Linux Development Using Yocto Project Cookbook: Practical recipes to help you leverage the power of Yocto to build exciting Linux-based systems, 2nd Edition",Alex González,6
2169,"Command Line Kung Fu: Bash Scripting Tricks, Linux Shell Programming Tips, and Bash One-liners",Jason Cannon,6
2170,"Risk Management: Concepts and Guidance, Fifth Edition","Carl L. Pritchard, PMP, PMI-RMP, EVP",6
2171,Up To Speed With Linux Networking,Peter Tamas,6
2172,"Practical Apache, PHP-FPM & Nginx Reverse Proxy: How to Build a Secure, Fast and Powerful Webserver from scratch (Practical Guide Series Book 3)",Adrian Ling,6
2173,Data Communication and Networking by Sushil Goel,Sushil Goel,6
2174,"SSH Mastery: OpenSSH, PuTTY, Tunnels and Keys (IT Mastery)",Michael W Lucas,6
2175,Computer Networking| Eight Editon| By Pearson,Kurose,6
2176,OpenBSD Mastery: Filesystems,Michael W Lucas,6
2177,Information Security Governance,Andrej Volchkov,6
2178,The Mobile Application Hacker's Handbook,Dominic Chell,6
2179,"Data Science Interview: Prep for SQL, Panda, Python, R Language, Machine Learning, DBMS and RDBMS – And More – The Full Data Scientist Interview Handbook",DSI ACE PREP,6
2180,Internet Password Logbook (Cognac Leatherette),Editors of Rock Point,6
